,trial_number,ERP [0.  0.2],ERP [0.2 0.4],ERP [0.4 0.6],ERP [0.6 0.8],ERP [0.8 1. ],ERP [1.  1.2],ERP [1.2 1.4],subject,round,stim_type,stage_of_learning,part_of_exp,real_stim
17,17,4.456393316934824e-12,6.920601444134589e-12,1.0661910422207875e-11,6.659750694862487e-12,1.001243487402623e-11,8.30196118984978e-12,2.8244536475760887e-11,L904,performance6,AW,Advanced,Last,Type_B
18,18,5.454510679063214e-12,4.7208349541288e-12,5.642221592417929e-12,5.525753648947628e-12,5.224532524638247e-12,7.445538382398033e-12,1.838443406407246e-11,L904,performance6,AW,Advanced,Last,Type_B
19,19,5.357084451160105e-12,3.6178902703869937e-12,2.75179361673465e-12,6.5739970114992774e-12,1.1007041985584781e-11,1.5070381449542564e-11,1.5504160991631413e-11,L904,performance6,AW,Advanced,Last,Type_B
20,20,1.717016755238031e-11,1.557876104069622e-11,1.5419152849653076e-11,1.4932179105593177e-11,7.467263181475598e-12,1.557768820192332e-11,1.272457099420113e-11,L904,performance6,AW,Advanced,Last,Type_B
21,21,6.679426075406428e-12,7.428644189219576e-12,6.664055282893456e-12,3.4688854154857278e-12,3.4130324316136364e-12,6.718402685755464e-12,6.471762910085077e-12,L904,performance6,AW,Advanced,Last,Type_B
22,22,4.674764459156977e-12,4.154418467294017e-12,4.2564665865216234e-12,5.342222127054351e-12,3.64612389669035e-12,5.4032449345582436e-12,6.639673621574901e-12,L904,performance6,AW,Advanced,Last,Type_B
23,23,1.2558469253743688e-11,2.6410055586367203e-11,2.2593655703082682e-11,1.4853804887007905e-11,1.7000677410340888e-11,9.916006715260965e-12,2.836242556000855e-11,L904,performance6,AW,Advanced,Last,Type_B
24,24,7.285209400869724e-12,7.222774991190124e-12,1.2029326265863941e-11,5.826308348847208e-12,8.223853559015548e-12,5.530806262447001e-12,7.949618694822853e-12,L904,performance6,AW,Advanced,Last,Type_B
25,25,2.5890053120327035e-11,1.2347387443666065e-11,2.738914867055129e-12,8.987313357890112e-12,7.474070559645238e-12,4.940097120309134e-12,1.4884719526752024e-11,L904,performance6,AW,Advanced,Last,Type_B
26,26,3.5504026831721973e-12,5.22548496909299e-12,6.465903915312276e-12,7.176901119783798e-12,8.853157257284355e-12,6.17826418743386e-12,5.0334614975516535e-12,L904,performance6,AW,Advanced,Last,Type_B
27,27,5.922956842681777e-12,1.0087014932576124e-11,1.1884045301050829e-11,7.649299647926215e-12,3.971400843476499e-12,5.031451452207196e-12,5.688962201194694e-12,L904,performance6,AW,Advanced,Last,Type_B
0,0,2.2402798246705896e-12,2.095910466568188e-12,2.3935897405400733e-12,1.7075425074751565e-12,2.4606742871400544e-12,2.925523928874819e-12,3.658157611779797e-12,L905,learning1,NW,Early,First,Type_B
1,1,2.401562761726929e-12,4.803819759675295e-12,4.261534495276902e-12,2.021956951412869e-12,3.247585138623927e-12,3.6195778105158035e-12,4.148777853235477e-12,L905,learning1,NW,Early,First,Type_B
2,2,3.1424541127950597e-12,3.962609471245732e-12,4.617543522407021e-12,4.214914647538493e-12,2.7016817011192885e-12,2.5128425052396272e-12,2.6321949143292404e-12,L905,learning1,NW,Early,First,Type_B
3,3,2.2499736823193937e-12,3.5820661806767533e-12,5.193186887097623e-12,6.53367958217498e-12,5.78460311694526e-12,4.065958282661059e-12,4.383638392435552e-12,L905,learning1,NW,Early,First,Type_B
4,4,2.02205579607379e-12,5.359015412480041e-12,6.34019175424577e-12,4.8736691773055706e-12,5.075253325039702e-12,6.334952570877119e-12,7.996799008093392e-12,L905,learning1,NW,Early,First,Type_B
5,5,2.6023169720359607e-12,2.4321112022804894e-12,2.345706504508809e-12,3.6282766260190038e-12,4.3445764293174846e-12,3.694194838803257e-12,6.358073877678991e-12,L905,learning1,NW,Early,First,Type_B
6,6,3.866518889857434e-12,4.351320036938221e-12,2.7849195025103344e-12,3.1998163375137905e-12,4.061707748256737e-12,2.324466934399688e-12,2.223654727361225e-12,L905,learning1,NW,Early,First,Type_B
7,7,2.5848055011565298e-12,2.0325624029798198e-12,2.5508489104018454e-12,2.263270684524136e-12,3.2440155741634757e-12,5.236386371224209e-12,2.4679937823115117e-12,L905,learning1,NW,Early,First,Type_B
8,8,1.9219042242279866e-12,2.1327990279385076e-12,2.8875478072028514e-12,5.61923682647717e-12,5.574733731907432e-12,3.646779394311373e-12,2.012870917371845e-12,L905,learning1,NW,Early,First,Type_B
9,9,2.010881597920964e-12,2.9580209484362507e-12,3.8424359318305445e-12,2.8577015458906353e-12,2.485971101423402e-12,2.0184004446724074e-12,2.228203975911509e-12,L905,learning1,NW,Early,First,Type_B
10,10,3.0708470967475427e-12,4.702161376407244e-12,3.562263349745926e-12,4.708902248744988e-12,3.834050010062483e-12,4.067651329019972e-12,2.1698761778836274e-12,L905,learning1,NW,Early,First,Type_B
11,11,2.577204450545318e-12,3.830987437437126e-12,6.848428440818704e-12,5.993751330046904e-12,2.7771640800437445e-12,2.3517809772465725e-12,2.177454278827046e-12,L905,learning1,NW,Early,First,Type_B
12,12,3.789154749721142e-12,6.6594787264810724e-12,4.854694295912773e-12,4.1281533186395714e-12,2.872678799563364e-12,2.215623963152593e-12,3.1832470533902394e-12,L905,learning1,NW,Early,First,Type_B
13,13,2.7826180750979306e-12,4.242033836361125e-12,2.3370057840763834e-12,3.2230883992671124e-12,1.929202115083069e-12,3.0752749267991656e-12,3.132730917530508e-12,L905,learning1,NW,Early,First,Type_B
14,14,3.065828385871357e-12,2.2297436971763688e-12,1.7675360846065545e-12,2.7221255678702263e-12,3.3375640806089297e-12,3.887083276526255e-12,1.4061624025950252e-12,L905,learning1,NW,Early,First,Type_B
15,15,2.222184753099047e-12,2.7677193421892092e-12,2.455378171429978e-12,3.5696325130201523e-12,3.5499565207590147e-12,3.9115230118257484e-12,3.9153787901578835e-12,L905,learning1,NW,Early,First,Type_B
16,16,3.4225907725818343e-12,3.111773873933123e-12,2.9422771286042354e-12,2.3213275784732453e-12,2.8016545670344136e-12,2.1670371272268756e-12,3.1510623018912223e-12,L905,learning1,NW,Early,First,Type_B
17,17,2.425018130470145e-12,3.632960626021915e-12,4.657676758953211e-12,1.9756400027336193e-12,3.4800525323723427e-12,4.323208786249979e-12,3.7421524748419834e-12,L905,learning1,NW,Early,First,Type_B
18,18,3.3169659638227222e-12,6.537703133834209e-12,4.856989719347998e-12,7.607736139037169e-12,7.574450195014047e-12,6.31561421317184e-12,4.949910327937603e-12,L905,learning1,NW,Early,First,Type_B
19,19,2.2306057567321975e-12,3.187707601395999e-12,5.390916227183945e-12,6.473529357080767e-12,4.8370131134388205e-12,3.016749925373084e-12,2.9901097967889923e-12,L905,learning1,NW,Early,First,Type_B
20,20,2.833342679372308e-12,4.9451420412127505e-12,3.117769753803331e-12,3.957329429975066e-12,2.8066314570773268e-12,2.630744759626791e-12,1.956900319820047e-12,L905,learning1,NW,Early,First,Type_B
21,21,2.244090371206438e-12,2.377305948865071e-12,2.820233429379972e-12,3.008459341552518e-12,3.844331896956812e-12,3.707194790670794e-12,5.398571633016214e-12,L905,learning1,NW,Early,First,Type_B
22,22,3.2988466057603423e-12,2.9769841754146757e-12,3.861604795027255e-12,5.225825905681233e-12,5.067024905331994e-12,2.9053898488163368e-12,4.9524204447271415e-12,L905,learning1,NW,Early,First,Type_B
23,23,3.153367318974899e-12,1.930481506487094e-12,2.313270907091468e-12,3.090213493429393e-12,2.905009833655573e-12,2.974310415164448e-12,3.4574276143074417e-12,L905,learning1,NW,Early,First,Type_B
24,24,1.655273381428988e-12,2.6264409073621393e-12,3.987164307455041e-12,3.5334947643467963e-12,4.2608607116533375e-12,6.275917770617059e-12,6.166469493668481e-12,L905,learning1,NW,Early,First,Type_B
25,25,2.450783173566004e-12,5.270527388899708e-12,5.86827114082584e-12,6.688102055018132e-12,7.069539023324139e-12,7.418718594643339e-12,6.2953991879644546e-12,L905,learning1,NW,Early,First,Type_B
26,26,2.5537831379360702e-12,3.2029711736068525e-12,3.1592645177739543e-12,2.886029614274283e-12,1.8722892509187738e-12,2.2876071533932324e-12,2.5179415146587024e-12,L905,learning1,NW,Early,First,Type_B
27,27,4.789767751913497e-12,3.957648668822446e-12,2.7309097295523465e-12,1.8070114083535976e-12,2.13320689018737e-12,1.883718186255605e-12,2.0093184569584607e-12,L905,learning1,NW,Early,First,Type_B
0,0,2.861619510819532e-12,2.3633253065592534e-12,3.096309449923297e-12,2.2483434373756705e-12,2.741487306895455e-12,2.0651833065160775e-12,1.882230059343683e-12,L905,learning1,AW,Early,First,Type_A
1,1,3.0125245012232567e-12,4.511856735608722e-12,6.024170238514363e-12,3.5809678025169517e-12,4.284716441938132e-12,6.273748120579742e-12,4.409471706737271e-12,L905,learning1,AW,Early,First,Type_A
2,2,2.4375897717551375e-12,2.850696750531902e-12,3.519216956183036e-12,2.4672291648862938e-12,2.5983684855975725e-12,3.1462017505357023e-12,4.6085961186793956e-12,L905,learning1,AW,Early,First,Type_A
3,3,3.755955619920688e-12,3.912599556565967e-12,5.683589429333872e-12,6.2563393964812145e-12,5.0151981959972105e-12,3.906005381610641e-12,4.1899730215361144e-12,L905,learning1,AW,Early,First,Type_A
4,4,3.041219661175786e-12,5.9457396272013124e-12,7.425833853413247e-12,4.406658133249037e-12,4.257432850047806e-12,4.282408070876504e-12,2.347309776135391e-12,L905,learning1,AW,Early,First,Type_A
5,5,1.9525859602076817e-12,1.811158822279059e-12,1.9787488396703203e-12,1.7541004876556227e-12,4.635844406191534e-12,3.5462108127574197e-12,4.5378434002019746e-12,L905,learning1,AW,Early,First,Type_A
6,6,3.3366883081987196e-12,4.019780362996814e-12,3.046603405180845e-12,2.805446455420373e-12,2.0201072178412264e-12,2.4589352813592605e-12,2.7521020826916814e-12,L905,learning1,AW,Early,First,Type_A
7,7,3.2812506760408206e-12,4.110442734974703e-12,4.3405235431437356e-12,3.608025621916367e-12,3.244553635650088e-12,3.012058126557363e-12,4.557103473611875e-12,L905,learning1,AW,Early,First,Type_A
8,8,3.0211068346072743e-12,3.0375368421990683e-12,2.8498704609260967e-12,2.187799390454171e-12,2.229119960005374e-12,3.3407115229870704e-12,3.3053864371242127e-12,L905,learning1,AW,Early,First,Type_A
9,9,4.087567735444152e-12,5.1965394850037306e-12,5.259499962171116e-12,2.2174450294582773e-12,4.140184091826721e-12,4.135213394160578e-12,7.484725135049463e-12,L905,learning1,AW,Early,First,Type_A
10,10,2.499208826758441e-12,2.8113137816418736e-12,2.5954981987921303e-12,1.95796393980542e-12,3.2550447139328163e-12,4.314004329496427e-12,3.283684327405127e-12,L905,learning1,AW,Early,First,Type_A
11,11,5.369040392106156e-12,2.549706480850619e-12,3.535435918239815e-12,4.160131270184544e-12,4.395050165964944e-12,2.7772105322701166e-12,4.341002778989303e-12,L905,learning1,AW,Early,First,Type_A
12,12,3.897274217199422e-12,2.195474282851826e-12,2.2674972600048156e-12,5.539989038516443e-12,6.086383902793444e-12,6.945215170335424e-12,7.298033182835683e-12,L905,learning1,AW,Early,First,Type_A
13,13,3.2091346128194306e-12,2.9902366869196808e-12,2.391040014092744e-12,5.355444022946981e-12,3.1504727848316208e-12,1.979881105334823e-12,1.730784834461736e-12,L905,learning1,AW,Early,First,Type_A
14,14,2.4464717236806978e-12,4.184414061257047e-12,3.4559519430896467e-12,3.881398691708214e-12,3.813180863016294e-12,3.178964727523611e-12,3.296876758531667e-12,L905,learning1,AW,Early,First,Type_A
15,15,1.976626365511519e-12,3.262117942148915e-12,5.700241925216251e-12,4.555179592782841e-12,3.9971973223625944e-12,3.448172315248712e-12,2.8561293047625706e-12,L905,learning1,AW,Early,First,Type_A
16,16,1.5964765350891273e-12,2.864185844729817e-12,2.2839409668831168e-12,2.359991982009118e-12,1.7115398471686887e-12,1.665434736775831e-12,2.4205153749467608e-12,L905,learning1,AW,Early,First,Type_A
17,17,3.0640566915980934e-12,2.284758094104976e-12,1.9287138213261714e-12,1.2479351344431278e-12,1.9287608415618127e-12,2.331545994862471e-12,2.9065633472437752e-12,L905,learning1,AW,Early,First,Type_A
18,18,3.0884292050697087e-12,2.075879758188026e-12,2.739362452544256e-12,1.8080659018129727e-12,2.259597725126157e-12,3.0542970700861666e-12,2.7202199300141995e-12,L905,learning1,AW,Early,First,Type_A
19,19,3.490871976028449e-12,3.20765869912438e-12,2.3402341349701743e-12,2.1307823316232074e-12,1.8278465320225394e-12,2.248822047548511e-12,2.082672797830558e-12,L905,learning1,AW,Early,First,Type_A
20,20,3.5438538423536804e-12,3.4241575981907133e-12,3.020034724816752e-12,4.987064250523341e-12,5.286089555083941e-12,2.7636972661329713e-12,1.847742879898616e-12,L905,learning1,AW,Early,First,Type_A
21,21,2.7769040270644117e-12,3.843723848510012e-12,2.805127953114613e-12,5.6691987426777255e-12,4.42609616131716e-12,3.4050539476138693e-12,3.9256794503351875e-12,L905,learning1,AW,Early,First,Type_A
22,22,2.380869589204964e-12,2.8548970279878105e-12,2.561260924818032e-12,2.408677014923696e-12,2.8716233741850108e-12,2.7022922910223373e-12,2.8755176333279895e-12,L905,learning1,AW,Early,First,Type_A
23,23,2.4435140760611765e-12,1.853458280842798e-12,3.1644185398743984e-12,6.133491433346858e-12,5.508926163180875e-12,2.6901101112382327e-12,2.1932087544780575e-12,L905,learning1,AW,Early,First,Type_A
24,24,2.3911770402960193e-12,2.1657452340948724e-12,3.2020875764110465e-12,1.6088844683691234e-12,3.0934193032421626e-12,3.5651868229971682e-12,2.177051358772464e-12,L905,learning1,AW,Early,First,Type_A
25,25,1.6088402526126205e-12,1.906352520036005e-12,2.3068831839773607e-12,2.4662005326631256e-12,3.893770931502835e-12,4.714110723755167e-12,3.2042474079608948e-12,L905,learning1,AW,Early,First,Type_A
26,26,2.623732966735001e-12,3.5118404550159897e-12,2.8458487917121904e-12,4.1686343191271875e-12,4.652909991830019e-12,3.4666838212506323e-12,3.0129483390598904e-12,L905,learning1,AW,Early,First,Type_A
27,27,1.822899248820719e-12,2.1084444666997846e-12,2.3156132358230782e-12,4.078923934172933e-12,4.555436255054055e-12,1.4981287354548202e-12,2.296432015008571e-12,L905,learning1,AW,Early,First,Type_A
0,0,1.7740880971089731e-12,2.404175052345516e-12,1.6293115301476586e-12,1.8929138130380758e-12,3.533331518812407e-12,4.968646216305039e-12,4.462030847016066e-12,L905,performance3,NW,Advanced,First,Type_B
1,1,2.808163722796534e-12,2.7404507524887535e-12,4.476764028627467e-12,3.4117155742755903e-12,3.2426550949540664e-12,2.1945835822935614e-12,3.1020197788092814e-12,L905,performance3,NW,Advanced,First,Type_B
2,2,2.3668954451345157e-12,3.300091826284968e-12,1.9856961398147657e-12,3.836958386536404e-12,3.901272669070803e-12,5.174145099814538e-12,3.604586032242299e-12,L905,performance3,NW,Advanced,First,Type_B
3,3,4.2702849198638715e-12,2.9439995497936295e-12,2.4353078567839897e-12,3.1674047232484333e-12,2.5682154384185283e-12,1.7361929845487333e-12,2.5988151221109675e-12,L905,performance3,NW,Advanced,First,Type_B
4,4,2.4161511291765417e-12,3.3687854783088243e-12,4.477812149838853e-12,2.7843470360016183e-12,4.344638956274009e-12,2.4534116789545634e-12,2.292498822275475e-12,L905,performance3,NW,Advanced,First,Type_B
5,5,1.918664552495645e-12,2.4125816189875787e-12,3.0131873096013536e-12,3.3575384520834197e-12,4.25265467660847e-12,3.210470879192166e-12,2.0681152534848497e-12,L905,performance3,NW,Advanced,First,Type_B
6,6,3.038719481495684e-12,4.678786689983866e-12,3.8915763513729835e-12,4.426886258042988e-12,3.397539573220684e-12,3.8312582475099284e-12,4.12501589942994e-12,L905,performance3,NW,Advanced,First,Type_B
7,7,5.010098808228333e-12,3.971903797706721e-12,4.05631886067141e-12,1.4808253422353239e-12,2.877336775612516e-12,2.7839159843212804e-12,3.3198471999008504e-12,L905,performance3,NW,Advanced,First,Type_B
8,8,3.397593221361784e-12,4.000964948292232e-12,3.0712037162451784e-12,4.384465265847503e-12,6.725230842151899e-12,6.323940569656006e-12,4.574088058279356e-12,L905,performance3,NW,Advanced,First,Type_B
9,9,2.715391660502646e-12,3.5047995524487005e-12,4.2283921458577084e-12,4.57181861383008e-12,4.076467814412631e-12,4.329890846902205e-12,3.759659935833764e-12,L905,performance3,NW,Advanced,First,Type_B
10,10,1.927384626528311e-12,1.8744954268304097e-12,2.598428719971384e-12,2.84975577364255e-12,2.4458566817712007e-12,3.5663756992507044e-12,3.4109153551419606e-12,L905,performance3,NW,Advanced,First,Type_B
11,11,3.5516275026568666e-12,5.181361297349493e-12,3.775512764601078e-12,4.61331859949315e-12,4.477950992586361e-12,4.578485921941279e-12,2.6194504916217804e-12,L905,performance3,NW,Advanced,First,Type_B
12,12,2.3192259670497007e-12,3.4237623080531664e-12,3.671595200397421e-12,3.7542026679181185e-12,4.807007945985328e-12,2.3662087770720696e-12,2.196291582773314e-12,L905,performance3,NW,Advanced,First,Type_B
13,13,3.301122689938509e-12,1.3881752413488033e-12,3.292382193932596e-12,3.2396320567817275e-12,2.4993313775929313e-12,2.868199680629751e-12,2.264614324066156e-12,L905,performance3,NW,Advanced,First,Type_B
14,14,2.0009122300946788e-12,3.4886963584533846e-12,2.2597041391090264e-12,2.3279489116564254e-12,3.112825980997645e-12,1.9436300740887785e-12,3.013318369042188e-12,L905,performance3,NW,Advanced,First,Type_B
15,15,3.1176716216495147e-12,3.2269501544406785e-12,2.555802204752431e-12,4.010947735713037e-12,2.4678601492391906e-12,4.192443372831155e-12,2.7315068050795995e-12,L905,performance3,NW,Advanced,First,Type_B
16,16,3.884391074630609e-12,2.4414145719219777e-12,2.3650204857876423e-12,2.125147178051656e-12,2.283487733670366e-12,3.3586259146963898e-12,4.505826627486399e-12,L905,performance3,NW,Advanced,First,Type_B
17,17,1.8845275993669387e-12,5.2550161061119165e-12,3.1066985470407558e-12,2.9739839731338338e-12,2.3618825789099247e-12,2.371785774867794e-12,2.988507431108604e-12,L905,performance3,NW,Advanced,First,Type_B
18,18,3.501897699407625e-12,3.704701018902798e-12,1.6435895284554537e-12,3.2357460461296017e-12,2.5466910647211025e-12,1.6551355932927879e-12,3.416754286133336e-12,L905,performance3,NW,Advanced,First,Type_B
19,19,2.200787785596013e-12,3.003906466503881e-12,5.74049351857388e-12,5.356281007137132e-12,4.04037886898712e-12,2.6695366600679715e-12,4.777657822985932e-12,L905,performance3,NW,Advanced,First,Type_B
20,20,2.9440034701333244e-12,3.3598810482959342e-12,2.234492547343136e-12,5.956631685332928e-12,5.821370533500279e-12,5.585134093459855e-12,3.0612301317907937e-12,L905,performance3,NW,Advanced,First,Type_B
21,21,3.08057014702969e-12,2.7458151781700414e-12,2.0376178986828534e-12,2.216151408070125e-12,4.340069743569246e-12,3.1837411526457285e-12,4.401015604182279e-12,L905,performance3,NW,Advanced,First,Type_B
22,22,3.281715416747274e-12,2.9158601353043946e-12,6.382681354905646e-12,7.701572465790348e-12,8.008779088609611e-12,4.812382150613428e-12,5.019565604050734e-12,L905,performance3,NW,Advanced,First,Type_B
23,23,3.9211973790326315e-12,3.571675222822567e-12,3.269735094335281e-12,3.389056921053807e-12,5.970576399913752e-12,3.4380476846424276e-12,3.5496845694343517e-12,L905,performance3,NW,Advanced,First,Type_B
24,24,2.333938884462826e-12,2.4807300177773684e-12,2.776364456830435e-12,3.4441982746925905e-12,3.154218173406743e-12,2.8781962072653715e-12,4.706794263522843e-12,L905,performance3,NW,Advanced,First,Type_B
25,25,3.3615958629486455e-12,2.986212064270785e-12,3.0980812007939697e-12,2.4256672546802195e-12,2.83238112816189e-12,3.2267029989835332e-12,4.845723982639487e-12,L905,performance3,NW,Advanced,First,Type_B
26,26,2.116972708467115e-12,3.7948078353676035e-12,4.1841233180420435e-12,3.228215455415831e-12,3.3059389309500747e-12,2.567254508422821e-12,3.055388778280106e-12,L905,performance3,NW,Advanced,First,Type_B
27,27,3.3310790409639394e-12,2.285808540268141e-12,3.3258619104267453e-12,4.016306527238572e-12,4.138421257761512e-12,2.7393015041127254e-12,1.782086401443776e-12,L905,performance3,NW,Advanced,First,Type_B
0,0,1.7749583512718233e-12,2.6115827160301896e-12,1.6356319913117508e-12,3.144028039440478e-12,2.852803493324627e-12,2.8361710674261273e-12,2.6592168591121908e-12,L905,performance3,AW,Advanced,First,Type_A
1,1,3.661844437542936e-12,2.9782564378711103e-12,2.1132057650014374e-12,3.822077139901086e-12,5.072823413756218e-12,4.6759764379106915e-12,2.1309045081782587e-12,L905,performance3,AW,Advanced,First,Type_A
2,2,2.5546542806007077e-12,2.347503034965552e-12,2.5734801286111855e-12,2.45706135898546e-12,3.0779631215207367e-12,3.2322517271488636e-12,4.181042499148625e-12,L905,performance3,AW,Advanced,First,Type_A
3,3,1.959906892216782e-12,1.3835957604785292e-12,1.3777007794450595e-12,2.788430461516918e-12,1.7470403439076033e-12,3.2067185671258002e-12,2.258998231416465e-12,L905,performance3,AW,Advanced,First,Type_A
4,4,2.0243648699511865e-12,2.668596687588799e-12,1.817133687841496e-12,2.9180179619104167e-12,4.381429777795838e-12,4.6197480690110606e-12,2.007433518247921e-12,L905,performance3,AW,Advanced,First,Type_A
5,5,1.905510664204508e-12,2.6229716924334375e-12,2.5778872432358756e-12,5.829091269799075e-12,7.330092293514281e-12,6.635704924434417e-12,3.8759248155543085e-12,L905,performance3,AW,Advanced,First,Type_A
6,6,3.1219923252111627e-12,2.348935568491185e-12,2.3843451726989448e-12,3.025769350078736e-12,3.980869633582253e-12,1.8598767145443826e-12,1.825676933736964e-12,L905,performance3,AW,Advanced,First,Type_A
7,7,1.575494599098507e-12,2.1941986222249416e-12,2.6874090952652974e-12,2.719012323894881e-12,2.9908243569073395e-12,3.159145758917397e-12,3.292232189090642e-12,L905,performance3,AW,Advanced,First,Type_A
8,8,3.297452994582873e-12,3.044564361029787e-12,3.108615743173092e-12,3.164512808673582e-12,4.851325087830139e-12,4.774145403301017e-12,5.502536873946688e-12,L905,performance3,AW,Advanced,First,Type_A
9,9,2.3327520050123915e-12,4.178972797227877e-12,4.362556656993476e-12,4.641692044267834e-12,2.7293094696056894e-12,2.7036736969298307e-12,2.6393900572404623e-12,L905,performance3,AW,Advanced,First,Type_A
10,10,3.3003553438204095e-12,2.003133371950585e-12,2.4017852042744038e-12,2.4816162990859036e-12,2.2192357338707944e-12,4.0638267459390834e-12,3.0948742059244967e-12,L905,performance3,AW,Advanced,First,Type_A
11,11,3.2568747853320436e-12,4.390575581026493e-12,6.787395370576448e-12,6.8068278691552625e-12,8.164690715258769e-12,5.659388582005652e-12,2.283607868648338e-12,L905,performance3,AW,Advanced,First,Type_A
12,12,2.8513878957982755e-12,3.616699091084102e-12,5.604985614443711e-12,5.449783002917451e-12,3.18445901557177e-12,2.8750746748708617e-12,4.027550140562695e-12,L905,performance3,AW,Advanced,First,Type_A
13,13,2.6349082859817043e-12,3.070625881511001e-12,3.72836412727211e-12,4.920962545838486e-12,5.33163112682167e-12,2.787672940864049e-12,2.595738669940234e-12,L905,performance3,AW,Advanced,First,Type_A
14,14,2.0093733486919418e-12,1.7744035757175491e-12,3.012252263035015e-12,5.846106730291334e-12,4.017937909557621e-12,2.3135071543671997e-12,2.599058892577883e-12,L905,performance3,AW,Advanced,First,Type_A
15,15,3.353826131901184e-12,2.689776893993834e-12,3.4829084352952232e-12,4.416384343682395e-12,4.7969870289677354e-12,6.5758877308985854e-12,5.7820808914114645e-12,L905,performance3,AW,Advanced,First,Type_A
16,16,1.2807059985319285e-12,2.072191941582579e-12,2.0305298760591512e-12,2.3403491938195865e-12,3.18255994456578e-12,2.3064434810341978e-12,2.7794573858248995e-12,L905,performance3,AW,Advanced,First,Type_A
17,17,2.0372767624530633e-12,3.738833853213228e-12,3.0445401202820606e-12,8.55423199833517e-12,8.501979968001522e-12,5.768760236916988e-12,3.559877085143629e-12,L905,performance3,AW,Advanced,First,Type_A
18,18,2.8997506799299884e-12,2.8919952486442828e-12,2.87248464951784e-12,3.656277888559245e-12,3.102041485853828e-12,4.612616944359317e-12,4.234954827843909e-12,L905,performance3,AW,Advanced,First,Type_A
19,19,3.6003221509284882e-12,4.00958445376893e-12,2.333881742788519e-12,2.8880973711436726e-12,2.7021477288353134e-12,2.861153959529641e-12,4.179934550793412e-12,L905,performance3,AW,Advanced,First,Type_A
20,20,1.916682989797174e-12,2.8066098802843495e-12,2.1100053984250784e-12,4.445982109031714e-12,5.549023157227443e-12,5.522872586538265e-12,6.403717030135938e-12,L905,performance3,AW,Advanced,First,Type_A
21,21,2.311978426955175e-12,4.393360551889989e-12,3.4039602685896137e-12,4.772074933632539e-12,5.792002107053934e-12,2.261601034216006e-12,3.793324606457465e-12,L905,performance3,AW,Advanced,First,Type_A
22,22,3.998904718490564e-12,1.9950591759177093e-12,2.2619290553530893e-12,3.1714932911810403e-12,3.136197970903377e-12,3.455864641198897e-12,3.161706547105381e-12,L905,performance3,AW,Advanced,First,Type_A
23,23,3.570997426210125e-12,3.711386070689314e-12,3.337417268481078e-12,3.736292382234514e-12,4.37410071417341e-12,3.166598934115706e-12,5.304562363189065e-12,L905,performance3,AW,Advanced,First,Type_A
24,24,2.2750009646234797e-12,1.7955769974112906e-12,2.095507757009449e-12,2.286768985890819e-12,3.6136061326279754e-12,1.2329656311265258e-12,1.918392451342911e-12,L905,performance3,AW,Advanced,First,Type_A
25,25,3.5193160838310006e-12,2.2490089652398784e-12,1.9331757110006422e-12,3.114812148438038e-12,3.788240099155265e-12,1.979442134669094e-12,2.254488862330799e-12,L905,performance3,AW,Advanced,First,Type_A
26,26,3.0561522451497806e-12,3.731555887359622e-12,2.3574669118740483e-12,3.292588213152525e-12,1.766168207127296e-12,2.0020256559936364e-12,2.2253269660316755e-12,L905,performance3,AW,Advanced,First,Type_A
27,27,3.4202291216499167e-12,2.8335523415658624e-12,4.683471795574516e-12,2.8343028117709693e-12,3.0928170959580737e-12,2.7696298481977024e-12,2.823008606565822e-12,L905,performance3,AW,Advanced,First,Type_A
0,0,1.7762782738828883e-12,3.2457046191631168e-12,3.052526039475671e-12,2.280106465300161e-12,1.7169061708014386e-12,2.711043245919276e-12,2.382209282046853e-12,L905,learning4,NW,Early,Last,Type_A
1,1,4.309751687032455e-12,7.1796792369336785e-12,5.207115996299755e-12,6.293424468706779e-12,4.6713704213840595e-12,4.483869825551114e-12,5.39285185236296e-12,L905,learning4,NW,Early,Last,Type_A
2,2,1.8324076937458984e-12,1.7055957727287405e-12,3.1121945306852585e-12,3.2531236083150823e-12,2.2618442584791595e-12,2.329932753951214e-12,2.913715289662972e-12,L905,learning4,NW,Early,Last,Type_A
3,3,2.3761733494309178e-12,3.873091178672302e-12,4.710371691146587e-12,5.184630977725762e-12,5.573763875608747e-12,2.166267997127438e-12,3.2433878995960345e-12,L905,learning4,NW,Early,Last,Type_A
4,4,3.2796574582073732e-12,3.6105022500966397e-12,3.9190518193334895e-12,3.3059651208195232e-12,3.428205252593029e-12,5.0774552030371484e-12,3.4894256897201277e-12,L905,learning4,NW,Early,Last,Type_A
5,5,2.7682055959196415e-12,1.9390699184715833e-12,3.405074107145706e-12,2.3424140461952384e-12,2.4623258634920974e-12,2.831752941504196e-12,3.1526352059067463e-12,L905,learning4,NW,Early,Last,Type_A
6,6,2.6740587643459263e-12,2.97537995558767e-12,3.4529172303449525e-12,1.5824523048316257e-12,1.826408269947531e-12,2.2317977664857663e-12,2.1252426956765425e-12,L905,learning4,NW,Early,Last,Type_A
7,7,4.136053890297476e-12,3.609166665994038e-12,4.085647064385975e-12,3.6773509076127076e-12,4.923390959228901e-12,4.898248451965885e-12,4.74717056655722e-12,L905,learning4,NW,Early,Last,Type_A
