,trial_number,ERP [0.  0.2],ERP [0.2 0.4],ERP [0.4 0.6],ERP [0.6 0.8],ERP [0.8 1. ],ERP [1.  1.2],ERP [1.2 1.4],subject,round,stim_type,stage_of_learning,part_of_exp,real_stim
8,8,4.072154789491216e-12,3.908979378515897e-12,5.821619450454862e-12,8.434981648716828e-12,4.914210025288817e-12,5.0986733390097735e-12,1.3444802799361196e-11,L932,performance6,NW,Advanced,Last,Type_A
9,9,3.6153033028446616e-12,2.4253589150982234e-12,2.556266605099125e-12,3.931228955745756e-12,6.512154567298687e-12,8.691968054065389e-12,4.263165339532914e-12,L932,performance6,NW,Advanced,Last,Type_A
10,10,3.4181841785757756e-12,2.656602812423315e-12,4.211869123525755e-12,5.4203090478887966e-12,3.7094534909160775e-12,1.8743550563405184e-12,3.0010929763611453e-12,L932,performance6,NW,Advanced,Last,Type_A
11,11,4.3676540312901485e-12,4.6086191670050014e-12,4.5822635648369706e-12,5.661157888333444e-12,4.388986300977145e-12,4.661403243993791e-12,3.1303683734449622e-12,L932,performance6,NW,Advanced,Last,Type_A
12,12,4.2652331811045895e-12,6.461858210031685e-12,3.035444737201939e-12,2.1996978187415296e-12,3.1830933960771495e-12,2.8479391518809853e-12,2.4104442914978447e-12,L932,performance6,NW,Advanced,Last,Type_A
13,13,3.889714853293377e-12,7.49668818982462e-12,1.4561217074066435e-11,1.3790271646079912e-11,1.364778212129165e-11,1.1946366919072426e-11,1.0528456082953008e-11,L932,performance6,NW,Advanced,Last,Type_A
14,14,3.0363271729879028e-12,5.185677062205737e-12,5.391918668083963e-12,5.400623098360242e-12,3.01086687476327e-12,2.522571594387765e-12,3.7068313283138405e-12,L932,performance6,NW,Advanced,Last,Type_A
15,15,3.318831971087667e-12,6.0320264612567884e-12,5.904641559896221e-12,4.634999073495927e-12,3.757461214886299e-12,3.963742614945377e-12,4.94868505179713e-12,L932,performance6,NW,Advanced,Last,Type_A
16,16,2.287214554418863e-12,2.2347150402855634e-12,4.4962213494342355e-12,2.0408287282206006e-12,2.44789772408215e-12,1.9257875449525785e-12,1.4983269108941322e-12,L932,performance6,NW,Advanced,Last,Type_A
17,17,7.139770335459275e-12,6.9112951368549925e-12,4.171198746169978e-12,3.696482836348327e-12,5.175026400551095e-12,5.373711160720314e-12,7.277283871886629e-12,L932,performance6,NW,Advanced,Last,Type_A
18,18,3.9890738823198625e-12,6.413122830620736e-12,3.6003221195285554e-12,3.1296412820400557e-12,2.2970479587939023e-12,5.090278532223835e-12,6.293111889746274e-12,L932,performance6,NW,Advanced,Last,Type_A
19,19,3.826114154765851e-12,5.275688991951702e-12,6.741856208492784e-12,7.538479710291106e-12,5.47260786334625e-12,7.191170576340877e-12,9.157217330879106e-12,L932,performance6,NW,Advanced,Last,Type_A
20,20,3.259300550273851e-12,1.0521717058947074e-11,4.608348953918566e-12,3.629697174461842e-12,8.046831650896986e-12,6.756529291409093e-12,7.278764667883495e-12,L932,performance6,NW,Advanced,Last,Type_A
21,21,4.6018958104023225e-12,4.8550472001394046e-12,2.818054545436642e-12,7.09006057389521e-12,6.5505336082499315e-12,5.401579392989403e-12,5.625058773981713e-12,L932,performance6,NW,Advanced,Last,Type_A
22,22,3.0370141271386203e-12,5.62100596533866e-12,4.1323052967971655e-12,6.182426998180438e-12,1.144645984527293e-11,4.1236580516123845e-12,3.3891328809788927e-12,L932,performance6,NW,Advanced,Last,Type_A
23,23,8.357653728596259e-12,5.8361684640979826e-12,3.4428831796272885e-12,2.0595895396058942e-12,2.176052407432204e-12,3.654278874282357e-12,3.4637253684748213e-12,L932,performance6,NW,Advanced,Last,Type_A
24,24,1.147787809961498e-11,9.930545996669516e-12,8.110495641609014e-12,9.320319569933203e-12,1.018111138412144e-11,1.2290041916345894e-11,1.1165218104022291e-11,L932,performance6,NW,Advanced,Last,Type_A
25,25,2.1480206727113806e-12,2.8663365489783577e-12,4.745320217391843e-12,5.3215375790471215e-12,3.6146286725858855e-12,6.157116376455258e-12,6.0931663874068876e-12,L932,performance6,NW,Advanced,Last,Type_A
26,26,9.127370015924714e-12,8.949399429792665e-12,1.3689361387519558e-11,1.4157997074926955e-11,1.4438277962743451e-11,1.623570399207358e-11,9.940937094854263e-12,L932,performance6,NW,Advanced,Last,Type_A
27,27,6.057860260125369e-12,4.974888560058575e-12,4.607300636554513e-12,7.470143620538161e-12,5.403877170256591e-12,5.753725654720971e-12,6.710824588107099e-12,L932,performance6,NW,Advanced,Last,Type_A
0,0,2.8991677669351566e-12,4.591354786456933e-12,4.246625777965022e-12,5.22999871013466e-12,8.811680567269816e-12,1.4533019730191009e-11,1.1199362560959504e-11,L932,performance6,AW,Advanced,Last,Type_B
1,1,5.774344924982551e-12,7.583507541921872e-12,1.2246045627537574e-11,1.4784083181042967e-11,1.1942618244746365e-11,5.792137249261272e-12,5.819954959426962e-12,L932,performance6,AW,Advanced,Last,Type_B
2,2,2.9311985416946125e-12,3.4211177172497565e-12,2.927782114316275e-12,1.869027642263369e-12,3.046815058556526e-12,3.4693553522994965e-12,7.304528276661463e-12,L932,performance6,AW,Advanced,Last,Type_B
3,3,4.473062150279505e-12,2.97687870963223e-12,3.1982058283966435e-12,3.314935552714775e-12,2.4798397523601417e-12,5.6784187924050595e-12,7.705947119862815e-12,L932,performance6,AW,Advanced,Last,Type_B
4,4,2.9929999225368373e-12,3.4398551546805178e-12,3.832827859572058e-12,3.294722685574341e-12,5.25032494537383e-12,5.255160044952137e-12,6.690851994411492e-12,L932,performance6,AW,Advanced,Last,Type_B
5,5,5.370580001726811e-12,5.219475192620653e-12,7.60045368686978e-12,4.510809016781653e-12,2.4388658231367354e-12,3.481084591549231e-12,2.5302398842712627e-12,L932,performance6,AW,Advanced,Last,Type_B
6,6,6.9716849069931316e-12,6.678926228800369e-12,9.122695373876935e-12,9.984535508530452e-12,1.0440639103061402e-11,6.692676245193643e-12,4.424997563745485e-12,L932,performance6,AW,Advanced,Last,Type_B
7,7,3.6100011226834666e-12,3.111285616228e-12,7.595771670102101e-12,8.93472782461144e-12,4.416699655599972e-12,3.903269153521046e-12,3.925582296618768e-12,L932,performance6,AW,Advanced,Last,Type_B
8,8,2.6197038231742492e-12,4.138356237417772e-12,3.76423918876379e-12,4.137267388555941e-12,3.9965223517440576e-12,8.690030059548274e-12,1.001336131003336e-11,L932,performance6,AW,Advanced,Last,Type_B
9,9,4.484763681221091e-12,3.7844650946291925e-12,3.901310096239477e-12,3.6404553587883224e-12,2.946575038140963e-12,3.5350442738621528e-12,4.259719238055605e-12,L932,performance6,AW,Advanced,Last,Type_B
10,10,3.23190341874812e-12,2.8294954712834216e-12,3.4889272169580194e-12,2.9081216611450835e-12,3.0721788833966035e-12,2.4993684407549815e-12,3.5460686292121794e-12,L932,performance6,AW,Advanced,Last,Type_B
11,11,3.384838098449002e-12,5.05654063695804e-12,3.4754762597223113e-12,2.5434124884726567e-12,2.242153310546569e-12,3.780618923901031e-12,5.38255346848692e-12,L932,performance6,AW,Advanced,Last,Type_B
12,12,5.045621243053273e-12,8.347547186676891e-12,8.314134737366078e-12,3.531839690197356e-12,3.07538048833202e-12,3.3243990798429895e-12,2.953754152743538e-12,L932,performance6,AW,Advanced,Last,Type_B
13,13,3.3424972386868882e-12,3.1904030847783956e-12,3.5788643993590005e-12,5.0361754440942344e-12,3.349363158735222e-12,3.660811563130768e-12,3.18427907147586e-12,L932,performance6,AW,Advanced,Last,Type_B
14,14,3.2186972563536604e-12,3.1793252863559624e-12,2.1517439956624815e-12,5.058765104299365e-12,6.863616186457271e-12,5.992395581760623e-12,5.441552992279843e-12,L932,performance6,AW,Advanced,Last,Type_B
15,15,5.709362760461242e-12,4.538252167234072e-12,5.371472274219958e-12,3.2862309689060235e-12,3.1996124135609493e-12,2.9777988819343482e-12,2.7772544774444874e-12,L932,performance6,AW,Advanced,Last,Type_B
16,16,4.667509688840386e-12,4.58868466956798e-12,4.478292371099581e-12,2.915252531883794e-12,2.7586069562395796e-12,3.561337220760357e-12,3.4601190955552576e-12,L932,performance6,AW,Advanced,Last,Type_B
17,17,2.3444589646533827e-12,3.3869801527915042e-12,3.2858351855521025e-12,2.2779572263817936e-12,2.2623083975474044e-12,3.293838856174099e-12,2.23088868562825e-12,L932,performance6,AW,Advanced,Last,Type_B
18,18,8.603936245916064e-12,1.3778240922512408e-11,1.981135459983455e-11,1.7598693062421422e-11,1.386148388899849e-11,7.777720840089115e-12,5.147373224479978e-12,L932,performance6,AW,Advanced,Last,Type_B
19,19,3.4930589425469406e-12,3.109036930235195e-12,3.6045383276044312e-12,2.7420899041589494e-12,2.8211554182263212e-12,3.2668518455602593e-12,3.78356370026189e-12,L932,performance6,AW,Advanced,Last,Type_B
20,20,5.291771153419536e-12,7.260679680729712e-12,6.630458781910406e-12,8.788420024639798e-12,4.055340516505847e-12,4.536405800432947e-12,6.133625645185831e-12,L932,performance6,AW,Advanced,Last,Type_B
21,21,4.083234265677933e-12,6.030750383514755e-12,7.967547172309205e-12,9.51556539711336e-12,9.67693945212136e-12,1.2535326030564392e-11,9.924373908132377e-12,L932,performance6,AW,Advanced,Last,Type_B
22,22,3.5038262351797053e-12,4.7197908893234794e-12,5.93723306456748e-12,7.916805483370438e-12,9.909295843620252e-12,4.575027451216571e-12,4.561646605377817e-12,L932,performance6,AW,Advanced,Last,Type_B
23,23,1.1809572805488737e-11,1.1288725372697857e-11,1.1725887603906928e-11,1.000851002204552e-11,1.2071917375914801e-11,1.4200012683917613e-11,1.1963641242157076e-11,L932,performance6,AW,Advanced,Last,Type_B
24,24,2.8129072479612038e-12,3.747784380652636e-12,6.395067535010331e-12,4.2487968855794406e-12,4.844874124477096e-12,4.663824716836214e-12,2.5857552816565273e-12,L932,performance6,AW,Advanced,Last,Type_B
25,25,2.496161191972476e-12,1.7340585380997006e-12,2.6555104994899415e-12,4.475535576441991e-12,6.648550638283945e-12,7.164982536616445e-12,8.772836125050578e-12,L932,performance6,AW,Advanced,Last,Type_B
26,26,1.1961172491095622e-11,8.748468146349435e-12,5.157074701070376e-12,7.447445249890917e-12,1.1584900326308783e-11,1.0044648345221342e-11,6.931522846084408e-12,L932,performance6,AW,Advanced,Last,Type_B
27,27,2.411398307548276e-12,5.031436984979132e-12,4.108292938222969e-12,2.8248598165157624e-12,3.0477400924209994e-12,3.33196626504575e-12,3.7660558252561875e-12,L932,performance6,AW,Advanced,Last,Type_B
0,0,3.3767957057018653e-12,3.4733045777992527e-12,3.290682479158434e-12,3.364431029123651e-12,3.167174242899773e-12,4.254213556096212e-12,4.080870767189507e-12,L933,learning1,NW,Early,First,Type_B
1,1,5.192495241952082e-12,4.102860121163239e-12,3.121936481013069e-12,3.5874875169908713e-12,3.986092524262582e-12,4.605273973280457e-12,4.343374250734612e-12,L933,learning1,NW,Early,First,Type_B
2,2,5.2031230925250494e-12,3.879358465989332e-12,6.183538788375513e-12,7.287744570928695e-12,6.984432014200977e-12,6.8610868094919815e-12,6.656687249241485e-12,L933,learning1,NW,Early,First,Type_B
3,3,6.229840191956188e-12,8.245680590070185e-12,5.53461366782666e-12,4.5578596995021014e-12,4.463809942369666e-12,4.067051231927629e-12,2.860877775416577e-12,L933,learning1,NW,Early,First,Type_B
4,4,2.618068020830164e-12,2.595119535766721e-12,2.434668089462996e-12,3.255939601536373e-12,3.755491135065535e-12,3.076678901504903e-12,2.9887108383193504e-12,L933,learning1,NW,Early,First,Type_B
5,5,4.457240009712682e-12,4.462324693009564e-12,2.17857716986732e-12,4.40159230231644e-12,3.2043838895110242e-12,4.180099639232471e-12,4.409333491600759e-12,L933,learning1,NW,Early,First,Type_B
6,6,2.6501044394367072e-12,5.543075596038225e-12,5.416938481468353e-12,2.9615942188640184e-12,3.695208256499357e-12,6.79400950503441e-12,7.673609202595326e-12,L933,learning1,NW,Early,First,Type_B
7,7,2.9133646764684333e-12,4.283751523569544e-12,3.2847074257778828e-12,4.269300103629551e-12,3.679205157735105e-12,3.57631373033222e-12,5.222653005323426e-12,L933,learning1,NW,Early,First,Type_B
8,8,3.1779165970085388e-12,5.0438525026511094e-12,3.9912681731633e-12,3.848740077628586e-12,6.875364715344421e-12,6.2877449187322025e-12,4.719838437349342e-12,L933,learning1,NW,Early,First,Type_B
9,9,4.785061843286229e-12,4.356570474662849e-12,5.224895403964356e-12,5.706314914016474e-12,4.712854251975792e-12,4.7920150597981615e-12,2.853746270089111e-12,L933,learning1,NW,Early,First,Type_B
10,10,4.058740812847368e-12,2.79546778371662e-12,2.9481651524206087e-12,3.6387103443785114e-12,5.404746239750392e-12,4.404297763899541e-12,2.7022248796319042e-12,L933,learning1,NW,Early,First,Type_B
11,11,4.018808017187453e-12,4.506568199299586e-12,2.951798191650352e-12,5.731248727250516e-12,5.977610248350573e-12,5.893054243688583e-12,5.408801653424862e-12,L933,learning1,NW,Early,First,Type_B
12,12,5.439927133247649e-12,4.6035811478840356e-12,2.968735762090824e-12,3.987251154240601e-12,3.612107732123392e-12,3.4206502416479676e-12,3.3486041607349235e-12,L933,learning1,NW,Early,First,Type_B
13,13,7.600399071145582e-12,5.8108435146999926e-12,5.985638232599151e-12,7.241542828407182e-12,7.600038482076259e-12,7.289575538970432e-12,5.804617087223248e-12,L933,learning1,NW,Early,First,Type_B
14,14,5.253345572341496e-12,3.652969354449476e-12,3.6174734382241408e-12,4.368671321644567e-12,3.6083070335366787e-12,5.688660095080736e-12,6.215721889245995e-12,L933,learning1,NW,Early,First,Type_B
15,15,3.748908025291286e-12,4.292153943094624e-12,2.8876083958919488e-12,2.5605486611589282e-12,5.425928770525721e-12,3.0951944185574323e-12,4.294204433102482e-12,L933,learning1,NW,Early,First,Type_B
16,16,3.927436975098265e-12,2.80994541445935e-12,4.713364140357726e-12,2.042417209703768e-12,3.4580158063674322e-12,3.2856595971307505e-12,3.953519085406683e-12,L933,learning1,NW,Early,First,Type_B
17,17,3.065298144130844e-12,2.5253109039349115e-12,5.116346380760539e-12,3.50792092474232e-12,3.982046824796788e-12,3.852120602867059e-12,3.051391747158749e-12,L933,learning1,NW,Early,First,Type_B
18,18,1.1151046224499236e-11,1.4521161292237167e-11,9.366242986556147e-12,6.730992532798729e-12,8.49728926159332e-12,5.1715559963015026e-12,7.616448945729952e-12,L933,learning1,NW,Early,First,Type_B
19,19,4.312348701777813e-12,2.309037875629649e-12,3.3613971866610306e-12,3.968299044001164e-12,3.5641449131575704e-12,3.4192573424930364e-12,5.0828060771279055e-12,L933,learning1,NW,Early,First,Type_B
20,20,4.563510805789867e-12,5.213199960345445e-12,4.301747258160242e-12,3.8191208618613266e-12,5.42103062298461e-12,4.405626410555372e-12,6.047471335901364e-12,L933,learning1,NW,Early,First,Type_B
21,21,2.00198557339859e-12,4.6130620232810105e-12,3.1615099261565446e-12,3.0999339444949244e-12,4.1846417037883705e-12,2.7324695270035414e-12,2.6048437559870866e-12,L933,learning1,NW,Early,First,Type_B
22,22,3.379190081565684e-12,2.7003805604164873e-12,3.683054665384467e-12,2.788240622953455e-12,4.209375090866964e-12,4.668454218961582e-12,6.7043971731526605e-12,L933,learning1,NW,Early,First,Type_B
23,23,4.292558436247047e-12,7.415791345647155e-12,8.017121666066207e-12,5.549524442803239e-12,5.2184790441120024e-12,2.9136329512874433e-12,2.9266246033000392e-12,L933,learning1,NW,Early,First,Type_B
24,24,2.065459137476818e-12,3.2624963206366657e-12,3.825164120740474e-12,5.054977270768859e-12,5.012143933887265e-12,3.2074864071144387e-12,3.5809096389880573e-12,L933,learning1,NW,Early,First,Type_B
25,25,3.565879253141016e-12,5.933198897405214e-12,4.0555402758973e-12,3.4776706389507415e-12,3.5661377943686715e-12,3.746415508745276e-12,5.613774630710423e-12,L933,learning1,NW,Early,First,Type_B
26,26,7.478764680505333e-12,7.312775744110807e-12,4.066868282935729e-12,2.2259356905461536e-12,3.4467515915865006e-12,3.885325286191341e-12,6.863201025080937e-12,L933,learning1,NW,Early,First,Type_B
27,27,4.448318564813026e-12,5.352145504252653e-12,4.098049598040578e-12,3.5380100529011783e-12,4.75731081262119e-12,8.55958900045222e-12,8.9260316963222e-12,L933,learning1,NW,Early,First,Type_B
0,0,2.6864506786209602e-12,3.121696811532372e-12,2.9894390105021727e-12,4.144474628194163e-12,3.1954326390009517e-12,2.6868014605416784e-12,2.5947034033184085e-12,L933,learning1,AW,Early,First,Type_A
1,1,3.0298489017727598e-12,6.482625708131642e-12,8.178812410712266e-12,7.872514264689476e-12,2.742968109094778e-12,4.768256539051887e-12,7.93189443319242e-12,L933,learning1,AW,Early,First,Type_A
2,2,2.7959899921139622e-12,2.8701746658177143e-12,3.1183961847783924e-12,3.647079179931568e-12,3.549589865687958e-12,2.565758812382776e-12,3.4189953586116954e-12,L933,learning1,AW,Early,First,Type_A
3,3,7.945316333473508e-12,1.0257139517612839e-11,1.2540571385376513e-11,7.362977236367571e-12,7.0085173097783805e-12,7.057423037698526e-12,8.247693386203773e-12,L933,learning1,AW,Early,First,Type_A
4,4,2.4329220206357067e-12,2.419520798179167e-12,6.548698079077286e-12,4.786568757824301e-12,3.070682083125608e-12,3.3374327416699324e-12,3.878005393675062e-12,L933,learning1,AW,Early,First,Type_A
5,5,3.896894733899239e-12,4.802930919853758e-12,6.925842649503817e-12,3.8192686400216635e-12,3.866803841141717e-12,3.1159354023219734e-12,4.710920346427639e-12,L933,learning1,AW,Early,First,Type_A
6,6,5.170707066181556e-12,3.0274442488274003e-12,4.006581214610685e-12,2.691879712182677e-12,4.23446306458832e-12,5.42148101430966e-12,3.84126592771162e-12,L933,learning1,AW,Early,First,Type_A
7,7,3.016802121751884e-12,2.5467957400780925e-12,3.8783323933452115e-12,4.613264911811393e-12,3.5251166468186948e-12,2.862020158449385e-12,2.618867073514457e-12,L933,learning1,AW,Early,First,Type_A
8,8,9.659894502053181e-12,9.461796593438201e-12,4.925654101983122e-12,5.2937666416003234e-12,7.805442623074014e-12,1.0029035511176e-11,8.064295886974572e-12,L933,learning1,AW,Early,First,Type_A
9,9,7.96579736960355e-12,8.84411424425179e-12,8.677755629089029e-12,4.98548145824272e-12,8.55428818017945e-12,6.8513525389673644e-12,9.467680646132276e-12,L933,learning1,AW,Early,First,Type_A
10,10,3.4539831630710188e-12,7.226294804202307e-12,4.1243331113912244e-12,4.058466632515164e-12,2.2501866242552577e-12,3.527126894518271e-12,5.1004853228850425e-12,L933,learning1,AW,Early,First,Type_A
11,11,2.663646539821551e-12,3.136577741067139e-12,7.035544867396141e-12,3.833664432849514e-12,3.889170584699162e-12,6.877424955612734e-12,4.9794219892454405e-12,L933,learning1,AW,Early,First,Type_A
12,12,4.847909293102289e-12,5.388147962635041e-12,8.606040881812099e-12,6.512169378763045e-12,7.629397539713177e-12,4.930097262179465e-12,8.320867958974643e-12,L933,learning1,AW,Early,First,Type_A
13,13,5.774980645685725e-12,7.421802889819383e-12,6.4760425487377505e-12,4.253532079101582e-12,7.198268046467663e-12,6.790395932599724e-12,7.092379715521268e-12,L933,learning1,AW,Early,First,Type_A
14,14,2.887980264127072e-12,2.8000588720951964e-12,4.26470928476706e-12,4.802919820559174e-12,7.750817179626402e-12,8.753181559948177e-12,6.8211033669042525e-12,L933,learning1,AW,Early,First,Type_A
15,15,4.1370330132588905e-12,5.847540697747208e-12,4.75825686156874e-12,3.6751278261325895e-12,2.4801329635710567e-12,2.9035784999174758e-12,2.567976996636419e-12,L933,learning1,AW,Early,First,Type_A
16,16,4.142465060438799e-12,5.039937525803729e-12,4.5768216999449005e-12,5.208514967949614e-12,5.978954863228762e-12,4.1789102694960474e-12,5.618308407234812e-12,L933,learning1,AW,Early,First,Type_A
